[label]	uniprot	disease_label
5-hydroxytryptamine receptor 2A	P28223	Alzheimer's disease
5-hydroxytryptamine receptor 2A	P28223	seasonal affective disorder
5-hydroxytryptamine receptor 2A	P28223	personality disorder
5-hydroxytryptamine receptor 2A	P28223	bulimia nervosa
5-hydroxytryptamine receptor 2A	P28223	post-traumatic stress disorder
5-hydroxytryptamine receptor 2A	P28223	attention deficit hyperactivity disorder
5-hydroxytryptamine receptor 2A	P28223	substance abuse
5-hydroxytryptamine receptor 2A	P28223	bruxism
5-hydroxytryptamine receptor 2A	P28223	schizoaffective disorder
5-hydroxytryptamine receptor 2A	P28223	carcinoma
5-hydroxytryptamine receptor 2A	P28223	Gilles de la Tourette syndrome
5-hydroxytryptamine receptor 2A	P28223	hypoactive sexual desire disorder
5-hydroxytryptamine receptor 2A	P28223	substance-related disorder
5-hydroxytryptamine receptor 2A	P28223	migraine
5-hydroxytryptamine receptor 2A	P28223	autistic disorder
5-hydroxytryptamine receptor 2A	P28223	melancholia
5-hydroxytryptamine receptor 2A	P28223	hyperprolactinemia
5-hydroxytryptamine receptor 2A	P28223	alcohol dependence
5-hydroxytryptamine receptor 2A	P28223	obstructive sleep apnea
5-hydroxytryptamine receptor 2A	P28223	Parkinson's disease
5-hydroxytryptamine receptor 2A	P28223	generalized anxiety disorder
5-hydroxytryptamine receptor 2A	P28223	drug psychosis
5-hydroxytryptamine receptor 2A	P28223	anorexia nervosa
5-hydroxytryptamine receptor 2A	P28223	progressive multifocal leukoencephalopathy
5-hydroxytryptamine receptor 2B	P41595	schizophrenia
5-hydroxytryptamine receptor 2B	P41595	migraine
5-hydroxytryptamine receptor 2B	P41595	hypoactive sexual desire disorder
5-hydroxytryptamine receptor 2B	P41595	irritable bowel syndrome
5-hydroxytryptamine receptor 2B	P41595	hypertension
5-hydroxytryptamine receptor 2B	P41595	obesity
5-hydroxytryptamine receptor 2B	P41595	heart disease
5-hydroxytryptamine receptor 2c	P28335	generalized anxiety disorder
5-hydroxytryptamine receptor 2c	P28335	delusional disorder
5-hydroxytryptamine receptor 2c	P28335	migraine
5-hydroxytryptamine receptor 2c	P28335	premature ejaculation
5-hydroxytryptamine receptor 2c	P28335	seasonal affective disorder
5-hydroxytryptamine receptor 2c	P28335	personality disorder
5-hydroxytryptamine receptor 2c	P28335	attention deficit hyperactivity disorder
5-hydroxytryptamine receptor 2c	P28335	high pressure neurological syndrome
5-hydroxytryptamine receptor 2c	P28335	panic disorder
5-hydroxytryptamine receptor 2c	P28335	Prader-Willi syndrome
5-hydroxytryptamine receptor 2c	P28335	obesity
5-hydroxytryptamine receptor 2c	P28335	bipolar disorder
5-hydroxytryptamine receptor 2c	P28335	alcohol dependence
5-hydroxytryptamine receptor 2c	P28335	major depressive disorder
5-hydroxytryptamine receptor 2c	P28335	Parkinson's disease
5-hydroxytryptamine receptor 2c	P28335	lingual-facial-buccal dyskinesia
5-hydroxytryptamine receptor 2c	P28335	obsessive-compulsive disorder
5-hydroxytryptamine receptor 2c	P28335	eating disorder
5-hydroxytryptamine receptor 2c	P28335	substance abuse
5-hydroxytryptamine receptor 3A	P46098	anxiety disorder
5-hydroxytryptamine receptor 3A	P46098	major depressive disorder
5-hydroxytryptamine receptor 3A	P46098	fibromyalgia
5-hydroxytryptamine receptor 3A	P46098	substance abuse
5-hydroxytryptamine receptor 3A	P46098	pain agnosia
5-hydroxytryptamine receptor 3A	P46098	dyspepsia
5-hydroxytryptamine receptor 3A	P46098	gastroparesis
5-hydroxytryptamine receptor 3A	P46098	cancer
5-hydroxytryptamine receptor 3A	P46098	ischemic colitis
5-hydroxytryptamine receptor 3A	P46098	alcohol dependence
5-hydroxytryptamine receptor 3A	P46098	migraine
5-hydroxytryptamine receptor 3A	P46098	schizophrenia
5-hydroxytryptamine receptor 3A	P46098	amnestic disorder
5-hydroxytryptamine receptor 3B	O95264	schizophrenia
5-hydroxytryptamine receptor 3B	O95264	nicotine dependence
5-hydroxytryptamine receptor 3B	O95264	heroin dependence
5-hydroxytryptamine receptor 3B	O95264	alcohol dependence
5-hydroxytryptamine receptor 3B	O95264	irritable bowel syndrome
5-hydroxytryptamine receptor 3d	Q70Z44	irritable bowel syndrome
5-hydroxytryptamine receptor 3e	A5X5Y0	dyspepsia
5-hydroxytryptamine receptor 3e	A5X5Y0	irritable bowel syndrome
5-hydroxytryptamine receptor 4	Q13639	pylorospasm
5-hydroxytryptamine receptor 4	Q13639	diarrhea
5-hydroxytryptamine receptor 4	Q13639	Alzheimer's disease
5-hydroxytryptamine receptor 4	Q13639	amnestic disorder
5-hydroxytryptamine receptor 4	Q13639	gastroesophageal reflux disease
5-hydroxytryptamine receptor 4	Q13639	Cushing's syndrome
5-hydroxytryptamine receptor 4	Q13639	dyspepsia
5-hydroxytryptamine receptor 4	Q13639	chronic obstructive pulmonary disease
5-hydroxytryptamine receptor 4	Q13639	migraine
5-hydroxytryptamine receptor 4	Q13639	ileus
5-hydroxytryptamine receptor 5a	P47898	major depressive disorder
5-hydroxytryptamine receptor 5a	P47898	carcinoma
5-hydroxytryptamine receptor 5a	P47898	holoprosencephaly
5-hydroxytryptamine receptor 5a	P47898	schizophrenia
5-hydroxytryptamine receptor 6	P50406	dementia
5-hydroxytryptamine receptor 6	P50406	Alzheimer's disease
5-hydroxytryptamine receptor 6	P50406	mood disorder
5-hydroxytryptamine receptor 6	P50406	amnestic disorder
5-hydroxytryptamine receptor 7	P34969	motion sickness
5-hydroxytryptamine receptor 7	P34969	byssinosis
5-hydroxytryptamine receptor 7	P34969	hypertension
5-hydroxytryptamine receptor 7	P34969	panic disorder
5-hydroxytryptamine receptor 7	P34969	gastroparesis
5-hydroxytryptamine receptor 7	P34969	diarrhea
5-hydroxytryptamine receptor 7	P34969	withdrawal disorder
5-hydroxytryptamine receptor 7	P34969	neuroleptic malignant syndrome
5-hydroxytryptamine receptor 7	P34969	sexual dysfunction
5-hydroxytryptamine receptor 7	P34969	Alzheimer's disease
5-hydroxytryptamine receptor 7	P34969	toxic encephalopathy
5-hydroxytryptamine receptor 7	P34969	eating disorder
5-hydroxytryptamine receptor 7	P34969	asthma
5-hydroxytryptamine receptor 7	P34969	heart disease
5-hydroxytryptamine receptor 7	P34969	cancer
5-hydroxytryptamine receptor 7	P34969	barbiturate dependence
5-hydroxytryptamine receptor 7	P34969	intestinal obstruction
5-hydroxytryptamine receptor 7	P34969	autistic disorder
5-hydroxytryptamine receptor 7	P34969	alcohol dependence
5-hydroxytryptamine receptor 7	P34969	Parkinson's disease
5-hydroxytryptamine receptor 7	P34969	epilepsy
5-hydroxytryptamine receptor 7	P34969	obsessive-compulsive disorder
5-hydroxytryptamine receptor 7	P34969	dementia
5-hydroxytryptamine receptor 7	P34969	dyspepsia
5-hydroxytryptamine receptor 7	P34969	bipolar disorder
5-hydroxytryptamine receptor 7	P34969	amnestic disorder
5-hydroxytryptamine receptor 7	P34969	generalized anxiety disorder
5-hydroxytryptamine receptor 7	P34969	fibromyalgia
5-hydroxytryptamine receptor 7	P34969	obesity
5-hydroxytryptamine receptor 7	P34969	premature ejaculation
5-hydroxytryptamine receptor 7	P34969	substance abuse
5-hydroxytryptamine receptor 7	P34969	cholera
5-hydroxytryptamine receptor 7	P34969	cerebrovascular disease
5-hydroxytryptamine receptor 7	P34969	dysthymic disorder
5-hydroxytryptamine receptor 7	P34969	major depressive disorder
5-hydroxytryptamine receptor 7	P34969	primary cutaneous amyloidosis
5-hydroxytryptamine receptor 7	P34969	diabetes mellitus
5-hydroxytryptamine receptor 7	P34969	post-traumatic stress disorder
6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3	Q16875	celiac disease
6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3	Q16875	alopecia areata
6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3	Q16875	cancer
ATP-dependent 6-phosphofructokinase, muscle type	P08237	hyperuricemia
ATP-dependent 6-phosphofructokinase, muscle type	P08237	myopathy
ATP-dependent 6-phosphofructokinase, platelet type	Q01813	obesity
ATP-dependent 6-phosphofructokinase, platelet type	Q01813	carcinoma
ATP-dependent 6-phosphofructokinase, platelet type	Q01813	glycogen storage disease
ATP-sensitive inward rectifier potassium channel 1	P48048	calcinosis
ATP-sensitive inward rectifier potassium channel 1	P48048	metabolic acidosis
ATP-sensitive inward rectifier potassium channel 1	P48048	hyperaldosteronism
ATP-sensitive inward rectifier potassium channel 1	P48048	hypertension
ATP-sensitive inward rectifier potassium channel 10	P78508	enlarged vestibular aqueduct
ATP-sensitive inward rectifier potassium channel 10	P78508	brain edema
ATP-sensitive inward rectifier potassium channel 10	P78508	multiple sclerosis
ATP-sensitive inward rectifier potassium channel 10	P78508	sensorineural hearing loss
ATP-sensitive inward rectifier potassium channel 10	P78508	neuromyelitis optica
ATP-sensitive inward rectifier potassium channel 10	P78508	eye disease
ATP-sensitive inward rectifier potassium channel 11	Q14654	thalassemia
ATP-sensitive inward rectifier potassium channel 11	Q14654	epilepsy
ATP-sensitive inward rectifier potassium channel 11	Q14654	hyperglycemia
ATP-sensitive inward rectifier potassium channel 11	Q14654	pancreatic agenesis
ATP-sensitive inward rectifier potassium channel 11	Q14654	cancer
ATP-sensitive inward rectifier potassium channel 11	Q14654	vascular disease
ATP-sensitive inward rectifier potassium channel 11	Q14654	anemia
ATP-sensitive inward rectifier potassium channel 11	Q14654	type 2 diabetes mellitus
ATP-sensitive inward rectifier potassium channel 11	Q14654	maturity-onset diabetes of the young
ATP-sensitive inward rectifier potassium channel 12	Q14500	long QT syndrome
ATP-sensitive inward rectifier potassium channel 12	Q14500	Schnyder corneal dystrophy
ATP-sensitive inward rectifier potassium channel 12	Q14500	hypokalemic periodic paralysis
ATP-sensitive inward rectifier potassium channel 15	Q99712	Schnyder corneal dystrophy
ATP-sensitive inward rectifier potassium channel 15	Q99712	Down syndrome
Aarf domain-containing protein kinase 4	Q96D53	multiple acyl-CoA dehydrogenase deficiency
Aarf domain-containing protein kinase 4	Q96D53	nephrotic syndrome
Abelson tyrosine-protein kinase 2	P42684	carcinoma
Abelson tyrosine-protein kinase 2	P42684	cancer
Acetylcholine receptor subunit alpha	P02708	neuropathy
Acetylcholine receptor subunit alpha	P02708	cystic lymphangioma
Acetylcholine receptor subunit alpha	P02708	nicotine dependence
Acetylcholine receptor subunit beta	P11230	pterygium
Acetylcholine receptor subunit beta	P11230	neuropathy
Acetylcholine receptor subunit beta	P11230	frontal lobe epilepsy
Acetylcholine receptor subunit beta	P11230	nicotine dependence
Acetylcholine receptor subunit delta	Q07001	nicotine dependence
Acetylcholine receptor subunit delta	Q07001	refractive error
Acetylcholine receptor subunit delta	Q07001	cystic lymphangioma
Acetylcholine receptor subunit delta	Q07001	neuropathy
Acetylcholine receptor subunit delta	Q07001	pterygium
Acetylcholine receptor subunit epsilon	Q04844	pterygium
Acetylcholine receptor subunit epsilon	Q04844	multiple pterygium syndrome
Acetylcholine receptor subunit epsilon	Q04844	scoliosis
Acetylcholine receptor subunit epsilon	Q04844	ptosis
Acetylcholine receptor subunit epsilon	Q04844	neuropathy
Acetylcholine receptor subunit gamma	P07510	refractive error
Acetylcholine receptor subunit gamma	P07510	scoliosis
Acetylcholine receptor subunit gamma	P07510	degenerative myopia
Acetylcholine receptor subunit gamma	P07510	cystic lymphangioma
Acetylcholine receptor subunit gamma	P07510	pterygium
Acetylcholine receptor subunit gamma	P07510	congenital myasthenic syndrome
Acetylcholine receptor subunit gamma	P07510	distal arthrogryposis
Acetylcholine receptor subunit gamma	P07510	pseudopseudohypoparathyroidism
Acid-sensing ion channel 1	P78348	Angelman syndrome
Acid-sensing ion channel 1	P78348	generalized anxiety disorder
Acid-sensing ion channel 1	P78348	panic disorder
Acid-sensing ion channel 1	P78348	Prader-Willi syndrome
Acid-sensing ion channel 2	Q16515	pseudohypoaldosteronism
Acid-sensing ion channel 2	Q16515	cardiovascular system disease
Acid-sensing ion channel 2	Q16515	Liddle syndrome
Acid-sensing ion channel 2	Q16515	vascular disease
Acid-sensing ion channel 3	Q9UHC3	vascular disease
Acid-sensing ion channel 3	Q9UHC3	fibromyalgia
Acid-sensing ion channel 3	Q9UHC3	dentin sensitivity
Acid-sensing ion channel 3	Q9UHC3	frozen shoulder
Acid-sensing ion channel 5	Q9NY37	alcohol dependence
Activated cdc42 kinase 1	Q07912	carcinoma
Activated cdc42 kinase 1	Q07912	cancer
Activin receptor type-1	Q04771	craniometaphyseal dysplasia
Activin receptor type-1	Q04771	heart disease
Activin receptor type-1	Q04771	ankylosis
Activin receptor type-1b	P36896	carcinoma
Activin receptor type-1c	Q8NER5	myositis ossificans
Activin receptor type-1c	Q8NER5	fibrodysplasia ossificans progressiva
Activin receptor type-2a	P27037	pre-eclampsia
Activin receptor type-2a	P27037	multiple synostoses syndrome
Activin receptor type-2a	P27037	carcinoma
Activin receptor type-2b	Q13705	multiple synostoses syndrome
Activin receptor type-2b	Q13705	myopathy
Adenosine kinase	P55263	adenosine deaminase deficiency
Adenosine kinase	P55263	hypermethioninemia
Adenosine kinase	P55263	epilepsy
Adenosine receptor a1	P30542	morphine dependence
Adenosine receptor a1	P30542	epilepsy
Adenosine receptor a1	P30542	vascular disease
Adenosine receptor a1	P30542	retinal ischemia
Adenosine receptor a2a	P29274	panic disorder
Adenosine receptor a2a	P29274	vascular disease
Adenosine receptor a2a	P29274	schizophrenia
Adenosine receptor a2a	P29274	Lesch-Nyhan syndrome
Adenosine receptor a2a	P29274	Huntington's disease
Adenosine receptor a2b	P29275	vascular disease
Adenosine receptor a3	P0DMS8	vascular disease
Adenosine receptor a3	P0DMS8	reflex epilepsy
Adenosine receptor a3	P0DMS8	glaucoma
Adenylate kinase 2, mitochondrial	P54819	severe combined immunodeficiency
Adenylate kinase 8	Q96MA6	attention deficit hyperactivity disorder
Adenylate kinase 9	Q5TCS8	carcinoma
Adenylate kinase 9	Q5TCS8	congenital myasthenic syndrome
Adenylate kinase isoenzyme 1	P00568	reticular dysgenesis
Adenylate kinase isoenzyme 5	Q9Y6K8	anterograde amnesia
Adenylate kinase isoenzyme 5	Q9Y6K8	ulcerative colitis
Adenylate kinase isoenzyme 5	Q9Y6K8	prosopagnosia
Adenylate kinase isoenzyme 5	Q9Y6K8	multiple sclerosis
Adenylate kinase isoenzyme 6	Q9Y3D8	spinocerebellar ataxia type 7
Adenylate kinase isoenzyme 6	Q9Y3D8	cancer
Adhesion G protein-coupled receptor A3	Q8IWK6	carcinoma
Adhesion G protein-coupled receptor B2	O60241	carcinoma
Adhesion G protein-coupled receptor B3	O60242	carcinoma
Adhesion G protein-coupled receptor E1	Q14246	obesity
Adhesion G protein-coupled receptor E1	Q14246	periodontal disease
Adhesion G protein-coupled receptor E1	Q14246	carcinoma
Adhesion G protein-coupled receptor E2	Q9UHX3	vertebrobasilar insufficiency
Adhesion G protein-coupled receptor E2	Q9UHX3	urticaria
Adhesion G protein-coupled receptor F4	Q8IZF3	carcinoma
Adhesion G protein-coupled receptor F5	Q8IZF2	pulmonary alveolar proteinosis
Adhesion G protein-coupled receptor G3	Q86Y34	interleukin-7 receptor alpha deficiency
Adhesion G protein-coupled receptor L2	O95490	mucopolysaccharidosis VI
Adhesion G protein-coupled receptor L2	O95490	dermatophytosis
Adhesion G protein-coupled receptor L2	O95490	gastric ulcer
Adhesion G protein-coupled receptor L2	O95490	carcinoma
Adhesion G protein-coupled receptor L2	O95490	autistic disorder
Adhesion G protein-coupled receptor L4	Q9HBW9	cannabis dependence
Adhesion G protein-coupled receptor L4	Q9HBW9	chronic purulent otitis media
Adhesion G protein-coupled receptor L4	Q9HBW9	tympanosclerosis
Adhesion G-protein coupled receptor D1	Q6QNK2	heart conduction disease
Adhesion G-protein coupled receptor F1	Q5T601	carcinoma
Adhesion G-protein coupled receptor F3	Q8IZF5	lung cancer
Adhesion G-protein coupled receptor G2	Q8IZP9	central core myopathy
Adhesion G-protein coupled receptor G4	Q8IZF6	carcinoma
Adhesion G-protein coupled receptor G4	Q8IZF6	neuroendocrine carcinoma
Adrenocorticotropic hormone receptor	Q01718	adrenal rest tumor
Adrenocorticotropic hormone receptor	Q01718	congenital adrenal hyperplasia
Adrenocorticotropic hormone receptor	Q01718	adenoma
Adrenocorticotropic hormone receptor	Q01718	Cushing's syndrome
Adrenocorticotropic hormone receptor	Q01718	achalasia
Adrenocorticotropic hormone receptor	Q01718	adrenal adenoma
Alk tyrosine kinase receptor	Q9UM73	carcinoma
Alk tyrosine kinase receptor	Q9UM73	allergic rhinitis
Alk tyrosine kinase receptor	Q9UM73	allergic hypersensitivity disease
Alk tyrosine kinase receptor	Q9UM73	adenocarcinoma in situ
Alpha-1B adrenergic receptor	P35368	ureter carcinoma
Alpha-1B adrenergic receptor	P35368	ureterolithiasis
Alpha-1D adrenergic receptor	P25100	myasthenia gravis
Alpha-1D adrenergic receptor	P25100	schizophrenia
Alpha-1a adrenergic receptor	P35348	attention deficit hyperactivity disorder
Alpha-1a adrenergic receptor	P35348	ureter carcinoma
Alpha-1a adrenergic receptor	P35348	ureterolithiasis
Alpha-1a adrenergic receptor	P35348	schizophrenia
Alpha-2a adrenergic receptor	P08913	acquired metabolic disease
Alpha-2a adrenergic receptor	P08913	schizophrenia
Alpha-2a adrenergic receptor	P08913	Gilles de la Tourette syndrome
Alpha-2a adrenergic receptor	P08913	disease of mental health
Alpha-2a adrenergic receptor	P08913	African tick-bite fever
Alpha-2a adrenergic receptor	P08913	type 2 diabetes mellitus
Alpha-2a adrenergic receptor	P08913	dyscalculia
Alpha-2c adrenergic receptor	P18825	attention deficit hyperactivity disorder
Alpha-2c adrenergic receptor	P18825	Gilles de la Tourette syndrome
Alpha-2c adrenergic receptor	P18825	pain agnosia
Alpha-protein kinase 1	Q96QP1	obesity
Alpha-protein kinase 1	Q96QP1	agranulocytosis
Alpha-protein kinase 1	Q96QP1	carcinoma
Alpha-protein kinase 1	Q96QP1	gout
Alpha-protein kinase 2	Q86TB3	celiac disease
Alpha-protein kinase 2	Q86TB3	carcinoma
Alpha-protein kinase 3	Q96L96	carcinoma
Amiloride-sensitive sodium channel subunit alpha	P37088	hypertension
Amiloride-sensitive sodium channel subunit alpha	P37088	kidney disease
Amiloride-sensitive sodium channel subunit alpha	P37088	cystic fibrosis
Amiloride-sensitive sodium channel subunit beta	P51168	hypertension
Amiloride-sensitive sodium channel subunit beta	P51168	hypokalemia
Amiloride-sensitive sodium channel subunit beta	P51168	cystic fibrosis
Amiloride-sensitive sodium channel subunit beta	P51168	kidney disease
Amiloride-sensitive sodium channel subunit delta	P51172	Liddle syndrome
Amiloride-sensitive sodium channel subunit gamma	P51170	kidney disease
Amiloride-sensitive sodium channel subunit gamma	P51170	congenital adrenal hyperplasia
Amiloride-sensitive sodium channel subunit gamma	P51170	miliaria rubra
Amiloride-sensitive sodium channel subunit gamma	P51170	metabolic acidosis
Amiloride-sensitive sodium channel subunit gamma	P51170	hypertension
Amiloride-sensitive sodium channel subunit gamma	P51170	cystic fibrosis
Androgen receptor	P10275	Klinefelter's syndrome
Androgen receptor	P10275	ovarian cancer
Androgen receptor	P10275	carcinoma
Androgen receptor	P10275	urinary bladder cancer
Androgen receptor	P10275	cryptorchidism
Androgen receptor	P10275	gynecomastia
Androgen receptor	P10275	alopecia universalis
Androgen receptor	P10275	hypogonadism
Androgen receptor	P10275	dentatorubral-pallidoluysian atrophy
Androgen receptor	P10275	prostatic hypertrophy
Androgen receptor	P10275	male infertility
Androgen receptor	P10275	hyperandrogenism
Androgen receptor	P10275	withdrawal disorder
Androgen receptor	P10275	testicular cancer
Androgen receptor	P10275	infertility
Androgen receptor	P10275	polycystic ovary syndrome
Androgen receptor	P10275	Huntington's disease
Androgen receptor	P10275	muscular atrophy
Angiopoietin-1 receptor	Q02763	glomangioma
Angiopoietin-1 receptor	Q02763	diabetic retinopathy
Angiopoietin-1 receptor	Q02763	carcinoma
Angiopoietin-1 receptor	Q02763	diabetes mellitus
Angiopoietin-1 receptor	Q02763	cancer
Angiopoietin-1 receptor	Q02763	vascular disease
Angiopoietin-1 receptor	Q02763	retinopathy of prematurity
Ankyrin repeat and protein kinase domain-containing protein 1	Q8NFD2	substance abuse
Ankyrin repeat and protein kinase domain-containing protein 1	Q8NFD2	alexithymia
Ankyrin repeat and protein kinase domain-containing protein 1	Q8NFD2	microcystic adenoma
Ankyrin repeat and protein kinase domain-containing protein 1	Q8NFD2	impulse control disorder
Ankyrin repeat and protein kinase domain-containing protein 1	Q8NFD2	antisocial personality disorder
Ankyrin repeat and protein kinase domain-containing protein 1	Q8NFD2	schizophrenia
Ankyrin repeat and protein kinase domain-containing protein 1	Q8NFD2	heroin dependence
Anoctamin-1	Q5XXA6	frontal sinus cancer
Anoctamin-1	Q5XXA6	liver leiomyoma
Anoctamin-1	Q5XXA6	carcinoma
Anoctamin-1	Q5XXA6	cystic fibrosis
Anoctamin-1	Q5XXA6	synovial sarcoma
Anoctamin-1	Q5XXA6	small intestinal sarcoma
Anoctamin-1	Q5XXA6	mesenchymal cell neoplasm
Anoctamin-1	Q5XXA6	leiomyosarcoma
Anoctamin-1	Q5XXA6	leiomyoma
Anoctamin-1	Q5XXA6	tracheomalacia
Anoctamin-1	Q5XXA6	gastric leiomyosarcoma
Anoctamin-2	Q9NQ90	meningocele
Anoctamin-2	Q9NQ90	panic disorder
Anoctamin-2	Q9NQ90	tracheomalacia
Anoctamin-2	Q9NQ90	carcinoma
Anoctamin-6	Q4KMQ2	pancreatoblastoma
Anoctamin-6	Q4KMQ2	cardiovascular system disease
Anoctamin-6	Q4KMQ2	Sertoli cell tumor
Anoctamin-6	Q4KMQ2	polyhydramnios
Anoctamin-6	Q4KMQ2	ankylosing spondylitis
Anoctamin-6	Q4KMQ2	vertebrobasilar insufficiency
Anti-muellerian hormone type-2 receptor	Q16671	mixed gonadal dysgenesis
Anti-muellerian hormone type-2 receptor	Q16671	inguinal hernia
Anti-muellerian hormone type-2 receptor	Q16671	ovarian cancer
Anti-muellerian hormone type-2 receptor	Q16671	chickenpox
Anti-muellerian hormone type-2 receptor	Q16671	rubella
Anti-muellerian hormone type-2 receptor	Q16671	premature ovarian failure
Anti-muellerian hormone type-2 receptor	Q16671	mumps
Anti-muellerian hormone type-2 receptor	Q16671	measles
Anti-muellerian hormone type-2 receptor	Q16671	infertility
Anti-muellerian hormone type-2 receptor	Q16671	cryptorchidism
Ap2-associated protein kinase 1	Q2M2I8	necrotizing fasciitis
Apelin receptor	P35414	atherosclerosis
Apelin receptor	P35414	brain disease
Apelin receptor	P35414	arteriosclerosis
Apelin receptor	P35414	disease by infectious agent
Apelin receptor	P35414	Brugada syndrome
Apelin receptor	P35414	mitral valve stenosis
Apelin receptor	P35414	proliferative diabetic retinopathy
Apelin receptor	P35414	eye and adnexa disease
Apelin receptor	P35414	heart disease
Apelin receptor	P35414	retinal vascular disease
Apelin receptor	P35414	pulmonary venoocclusive disease
Apelin receptor	P35414	aortic valve disease
Apelin receptor	P35414	globe disease
Apelin receptor	P35414	disease
Apelin receptor	P35414	renovascular hypertension
Apelin receptor	P35414	hypertensive heart disease
Apelin receptor	P35414	cardiovascular system disease
Apelin receptor	P35414	hepatic vascular disease
Apelin receptor	P35414	pulmonary hypertension
Apelin receptor	P35414	obesity
Apelin receptor	P35414	ureteral obstruction
Apelin receptor	P35414	macular holes
Apelin receptor	P35414	fundus dystrophy
Apelin receptor	P35414	intrinsic cardiomyopathy
Apelin receptor	P35414	renal hypertension
Apelin receptor	P35414	secondary hypertension
Apelin receptor	P35414	aortic valve stenosis
Apelin receptor	P35414	hepatobiliary disease
Apelin receptor	P35414	cerebrovascular disease
Apelin receptor	P35414	central nervous system disease
Apelin receptor	P35414	aortic valve insufficiency
Apelin receptor	P35414	retinal edema
Apelin receptor	P35414	coronary artery disease
Apelin receptor	P35414	sensory system disease
Apelin receptor	P35414	cardiomyopathy
Apelin receptor	P35414	vascular disease
Apelin receptor	P35414	disease of metabolism
Apelin receptor	P35414	nervous system disease
Apelin receptor	P35414	diabetic retinopathy
Apelin receptor	P35414	telangiectasis
Apelin receptor	P35414	heart valve disease
Apelin receptor	P35414	acquired immunodeficiency syndrome
Apelin receptor	P35414	dilated cardiomyopathy
Apelin receptor	P35414	liver disease
Apelin receptor	P35414	mitral valve disease
Apelin receptor	P35414	brain infarction
Apelin receptor	P35414	acquired metabolic disease
Apelin receptor	P35414	urinary system disease
Apelin receptor	P35414	extrinsic cardiomyopathy
Apelin receptor	P35414	diabetes mellitus
